model,reduction_method,mode,dimensions,max_dimension,percentage,k,reduction_ratio,representativeness,accuracy,f1,training_time,reduction_time
XGB,PHL,representative,restrictedDim,0,0.3,7,0.29988518943742826,14.29219679406262,0.9095500459136823,0.90949070948744,0.19696402549743652,2.1467947959899902
KNN,PHL,representative,restrictedDim,0,0.5,7,0.5,14.29219679406262,0.8994490358126722,0.8996855924975868,0.0006215572357177734,2.1470751762390137
RF,PHL,representative,restrictedDim,0,0.5,7,0.5,14.29219679406262,0.9017447199265382,0.9021550458933856,0.9354972839355469,2.1470751762390137
XGB,PHL,representative,restrictedDim,0,0.5,7,0.5,14.29219679406262,0.9054178145087236,0.9060484454408593,0.2542562484741211,2.1470751762390137
KNN,PHL,representative,restrictedDim,0,0.75,7,0.7499425947187142,14.094918564934177,0.9077134986225895,0.9077551891329624,0.0007293224334716797,2.1474153995513916
RF,PHL,representative,restrictedDim,0,0.75,7,0.7499425947187142,14.094918564934177,0.9077134986225895,0.9073893681627161,1.6188886165618896,2.1474153995513916
XGB,PHL,representative,restrictedDim,0,0.75,7,0.7499425947187142,14.094918564934177,0.9141414141414141,0.9139543505193088,0.37074708938598633,2.1474153995513916
KNN,PHL,representative,restrictedDim,0,0.9,7,0.9001148105625718,13.727648022127932,0.9178145087235996,0.9179463700968695,0.0008220672607421875,2.147590160369873
RF,PHL,representative,restrictedDim,0,0.9,7,0.9001148105625718,13.727648022127932,0.9182736455463728,0.9180721939922938,2.137694835662842,2.147590160369873
XGB,PHL,representative,restrictedDim,0,0.9,7,0.9001148105625718,13.727648022127932,0.918732782369146,0.9188643027997937,0.4317288398742676,2.147590160369873
KNN,PHL,vital,restrictedDim,0,0.05,7,0.04994259471871412,13.000699885815036,0.8278236914600551,0.8267778761226438,0.00046181678771972656,2.146554946899414
RF,PHL,vital,restrictedDim,0,0.05,7,0.04994259471871412,13.000699885815036,0.8838383838383839,0.8831376892217753,0.12354254722595215,2.146554946899414
XGB,PHL,vital,restrictedDim,0,0.05,7,0.04994259471871412,13.000699885815036,0.8829201101928374,0.8820120656308934,0.12124466896057129,2.146554946899414
KNN,PHL,vital,restrictedDim,0,0.1,7,0.1,13.000699885815036,0.8379247015610652,0.837083471737758,0.00048828125,2.146547794342041
RF,PHL,vital,restrictedDim,0,0.1,7,0.1,13.000699885815036,0.8852157943067034,0.8851197443003171,0.19051671028137207,2.146547794342041
XGB,PHL,vital,restrictedDim,0,0.1,7,0.1,13.000699885815036,0.8879706152433425,0.8878861781611483,0.15610408782958984,2.146547794342041
KNN,PHL,vital,restrictedDim,0,0.2,7,0.20011481056257174,13.000699885815036,0.8539944903581267,0.854293948257032,0.0005214214324951172,2.146723985671997
RF,PHL,vital,restrictedDim,0,0.2,7,0.20011481056257174,13.000699885815036,0.8898071625344353,0.8894636186596855,0.34766101837158203,2.146723985671997
XGB,PHL,vital,restrictedDim,0,0.2,7,0.20011481056257174,13.000699885815036,0.8861340679522498,0.8858389268928117,0.20147490501403809,2.146723985671997
KNN,PHL,vital,restrictedDim,0,0.3,7,0.29988518943742826,13.000699885815036,0.8815426997245179,0.8816675776196171,0.0005557537078857422,2.146820068359375
RF,PHL,vital,restrictedDim,0,0.3,7,0.29988518943742826,13.000699885815036,0.90633608815427,0.9062564242904684,0.5255212783813477,2.146820068359375
XGB,PHL,vital,restrictedDim,0,0.3,7,0.29988518943742826,13.000699885815036,0.8962350780532599,0.896001437011574,0.2364652156829834,2.146820068359375
KNN,PHL,vital,restrictedDim,0,0.5,7,0.5,13.000699885815036,0.8971533516988063,0.8973377787361538,0.0006299018859863281,2.1470882892608643
RF,PHL,vital,restrictedDim,0,0.5,7,0.5,13.000699885815036,0.9067952249770431,0.9066877418801906,0.977705717086792,2.1470882892608643
XGB,PHL,vital,restrictedDim,0,0.5,7,0.5,13.000699885815036,0.9077134986225895,0.9077813851489351,0.29023265838623047,2.1470882892608643
KNN,PHL,vital,restrictedDim,0,0.75,7,0.7499425947187142,13.000699885815036,0.9127640036730946,0.9126837652313204,0.00070953369140625,2.1473801136016846
RF,PHL,vital,restrictedDim,0,0.75,7,0.7499425947187142,13.000699885815036,0.9141414141414141,0.9138240055929947,1.6986329555511475,2.1473801136016846
XGB,PHL,vital,restrictedDim,0,0.75,7,0.7499425947187142,13.000699885815036,0.9201101928374655,0.9199184166534066,0.3944852352142334,2.1473801136016846
KNN,PHL,vital,restrictedDim,0,0.9,7,0.9001148105625718,13.000699885815036,0.9164370982552801,0.9163510147256541,0.0007665157318115234,2.147616386413574
RF,PHL,vital,restrictedDim,0,0.9,7,0.9001148105625718,13.000699885815036,0.9173553719008265,0.9170813136775982,2.130056142807007,2.147616386413574
XGB,PHL,vital,restrictedDim,0,0.9,7,0.9001148105625718,13.000699885815036,0.9219467401285583,0.9219199523665412,0.43495774269104004,2.147616386413574
KNN,PHL,representative,restrictedDim,0,0.05,10,0.04994259471871412,15.097347674706612,0.8852157943067034,0.8854160038862229,0.0004801750183105469,3.0305144786834717
RF,PHL,representative,restrictedDim,0,0.05,10,0.04994259471871412,15.097347674706612,0.8760330578512396,0.8760652668525303,0.11477231979370117,3.0305144786834717
XGB,PHL,representative,restrictedDim,0,0.05,10,0.04994259471871412,15.097347674706612,0.8512396694214877,0.8467639912529037,0.1196126937866211,3.0305144786834717
KNN,PHL,representative,restrictedDim,0,0.1,10,0.1,15.008509176853888,0.891643709825528,0.8918830123573415,0.00047707557678222656,3.030567169189453
RF,PHL,representative,restrictedDim,0,0.1,10,0.1,15.008509176853888,0.8948576675849403,0.8948929996085663,0.1747734546661377,3.030567169189453
XGB,PHL,representative,restrictedDim,0,0.1,10,0.1,15.008509176853888,0.9008264462809917,0.9007667553196643,0.13790678977966309,3.030567169189453
KNN,PHL,representative,restrictedDim,0,0.2,10,0.20011481056257174,14.697362411281446,0.8939393939393939,0.8941850589747582,0.0005285739898681641,3.0307252407073975
RF,PHL,representative,restrictedDim,0,0.2,10,0.20011481056257174,14.697362411281446,0.9067952249770431,0.9066293175301254,0.3258659839630127,3.0307252407073975
XGB,PHL,representative,restrictedDim,0,0.2,10,0.20011481056257174,14.697362411281446,0.9090909090909091,0.9089038022728073,0.1880478858947754,3.0307252407073975
KNN,PHL,representative,restrictedDim,0,0.3,10,0.29988518943742826,14.662819239368787,0.8943985307621671,0.89483879258487,0.0005564689636230469,3.0308187007904053
RF,PHL,representative,restrictedDim,0,0.3,10,0.29988518943742826,14.662819239368787,0.9090909090909091,0.9091743389070654,0.48827266693115234,3.0308187007904053
XGB,PHL,representative,restrictedDim,0,0.3,10,0.29988518943742826,14.662819239368787,0.9141414141414141,0.9141873452523732,0.24971222877502441,3.0308187007904053
KNN,PHL,representative,restrictedDim,0,0.5,10,0.5,14.35723248576792,0.8985307621671258,0.8989933948046543,0.0006289482116699219,3.0311145782470703
RF,PHL,representative,restrictedDim,0,0.5,10,0.5,14.35723248576792,0.911386593204775,0.9116933111170474,0.9120738506317139,3.0311145782470703
XGB,PHL,representative,restrictedDim,0,0.5,10,0.5,14.35723248576792,0.9182736455463728,0.9185644825837128,0.27986884117126465,3.0311145782470703
KNN,PHL,representative,restrictedDim,0,0.75,10,0.7499425947187142,14.094918564934177,0.9127640036730946,0.91274019925375,0.0007107257843017578,3.031421422958374
RF,PHL,representative,restrictedDim,0,0.75,10,0.7499425947187142,14.094918564934177,0.9155188246097337,0.9153815129102416,1.6299715042114258,3.031421422958374
XGB,PHL,representative,restrictedDim,0,0.75,10,0.7499425947187142,14.094918564934177,0.918732782369146,0.9186516088620281,0.3700246810913086,3.031421422958374
KNN,PHL,representative,restrictedDim,0,0.9,10,0.9001148105625718,13.727648022127932,0.9132231404958677,0.9131417012985713,0.0007767677307128906,3.031604051589966
RF,PHL,representative,restrictedDim,0,0.9,10,0.9001148105625718,13.727648022127932,0.9150596877869606,0.914812953794707,2.173408031463623,3.031604051589966
XGB,PHL,representative,restrictedDim,0,0.9,10,0.9001148105625718,13.727648022127932,0.9256198347107438,0.9255383116769068,0.4284632205963135,3.031604051589966
KNN,PHL,vital,restrictedDim,0,0.05,10,0.04994259471871412,13.000699885815036,0.8071625344352618,0.8065250993583107,0.0004730224609375,3.030593156814575
RF,PHL,vital,restrictedDim,0,0.05,10,0.04994259471871412,13.000699885815036,0.8751147842056933,0.8750645978549496,0.1271378993988037,3.030593156814575
XGB,PHL,vital,restrictedDim,0,0.05,10,0.04994259471871412,13.000699885815036,0.8852157943067034,0.8843372759776102,0.12851881980895996,3.030593156814575
KNN,PHL,vital,restrictedDim,0,0.1,10,0.1,13.000699885815036,0.8415977961432507,0.839490498680994,0.0004966259002685547,3.030580520629883
RF,PHL,vital,restrictedDim,0,0.1,10,0.1,13.000699885815036,0.8925619834710744,0.8919310783864326,0.19656896591186523,3.030580520629883
XGB,PHL,vital,restrictedDim,0,0.1,10,0.1,13.000699885815036,0.8925619834710744,0.8918877746414714,0.1630861759185791,3.030580520629883
KNN,PHL,vital,restrictedDim,0,0.2,10,0.20011481056257174,13.000699885815036,0.86455463728191,0.8639117702477356,0.0005178451538085938,3.0307066440582275
RF,PHL,vital,restrictedDim,0,0.2,10,0.20011481056257174,13.000699885815036,0.8980716253443526,0.8977339294508728,0.3600959777832031,3.0307066440582275
XGB,PHL,vital,restrictedDim,0,0.2,10,0.20011481056257174,13.000699885815036,0.9012855831037649,0.9006678756416487,0.21181440353393555,3.0307066440582275
KNN,PHL,vital,restrictedDim,0,0.3,10,0.29988518943742826,13.000699885815036,0.8755739210284664,0.8751447901069651,0.0005662441253662109,3.0308456420898438
RF,PHL,vital,restrictedDim,0,0.3,10,0.29988518943742826,13.000699885815036,0.9054178145087236,0.9052422079516447,0.5446348190307617,3.0308456420898438
XGB,PHL,vital,restrictedDim,0,0.3,10,0.29988518943742826,13.000699885815036,0.9044995408631772,0.9040076305379955,0.24604034423828125,3.0308456420898438
KNN,PHL,vital,restrictedDim,0,0.5,10,0.5,13.000699885815036,0.8856749311294766,0.885584642525276,0.0006616115570068359,3.0311169624328613
RF,PHL,vital,restrictedDim,0,0.5,10,0.5,13.000699885815036,0.9044995408631772,0.904227525235418,0.972663402557373,3.0311169624328613
XGB,PHL,vital,restrictedDim,0,0.5,10,0.5,13.000699885815036,0.9054178145087236,0.9051603593895554,0.2897372245788574,3.0311169624328613
KNN,PHL,vital,restrictedDim,0,0.75,10,0.7499425947187142,13.000699885815036,0.911386593204775,0.9112772473112964,0.0007596015930175781,3.031407117843628
RF,PHL,vital,restrictedDim,0,0.75,10,0.7499425947187142,13.000699885815036,0.9109274563820018,0.9104451523406107,1.6806306838989258,3.031407117843628
XGB,PHL,vital,restrictedDim,0,0.75,10,0.7499425947187142,13.000699885815036,0.9159779614325069,0.9157730597782096,0.38683652877807617,3.031407117843628
KNN,PHL,vital,restrictedDim,0,0.9,10,0.9001148105625718,13.000699885815036,0.9155188246097337,0.9153972605425631,0.0007708072662353516,3.0315067768096924
RF,PHL,vital,restrictedDim,0,0.9,10,0.9001148105625718,13.000699885815036,0.9118457300275482,0.9114842932150251,2.108332872390747,3.0315067768096924
XGB,PHL,vital,restrictedDim,0,0.9,10,0.9001148105625718,13.000699885815036,0.9191919191919192,0.9190387596026024,0.43643856048583984,3.0315067768096924
KNN,PHL,representative,restrictedDim,0,0.05,15,0.04994259471871412,14.697362411281446,0.8774104683195593,0.8774412305689473,0.0004742145538330078,4.411259889602661
RF,PHL,representative,restrictedDim,0,0.05,15,0.04994259471871412,14.697362411281446,0.871900826446281,0.8716024456418222,0.11605978012084961,4.411259889602661
XGB,PHL,representative,restrictedDim,0,0.05,15,0.04994259471871412,14.697362411281446,0.8842975206611571,0.8842322669681102,0.10297846794128418,4.411259889602661
KNN,PHL,representative,restrictedDim,0,0.1,15,0.1,14.697362411281446,0.8764921946740128,0.8766919639293139,0.0004968643188476562,4.411321640014648
RF,PHL,representative,restrictedDim,0,0.1,15,0.1,14.697362411281446,0.8879706152433425,0.8878457640863164,0.18044614791870117,4.411321640014648
XGB,PHL,representative,restrictedDim,0,0.1,15,0.1,14.697362411281446,0.9054178145087236,0.9057428667851555,0.12790679931640625,4.411321640014648
KNN,PHL,representative,restrictedDim,0,0.2,15,0.20011481056257174,14.697362411281446,0.8856749311294766,0.8861458048748921,0.0005347728729248047,4.411454916000366
RF,PHL,representative,restrictedDim,0,0.2,15,0.20011481056257174,14.697362411281446,0.8879706152433425,0.8879728206227444,0.3255186080932617,4.411454916000366
XGB,PHL,representative,restrictedDim,0,0.2,15,0.20011481056257174,14.697362411281446,0.9008264462809917,0.9008901289065488,0.1679856777191162,4.411454916000366
KNN,PHL,representative,restrictedDim,0,0.3,15,0.29988518943742826,14.697362411281446,0.8829201101928374,0.883461964422143,0.0005717277526855469,4.411573886871338
RF,PHL,representative,restrictedDim,0,0.3,15,0.29988518943742826,14.697362411281446,0.8957759412304866,0.8961882267628879,0.49637675285339355,4.411573886871338
XGB,PHL,representative,restrictedDim,0,0.3,15,0.29988518943742826,14.697362411281446,0.9040404040404041,0.9045003362813872,0.20427560806274414,4.411573886871338
KNN,PHL,representative,restrictedDim,0,0.5,15,0.5,14.105920980198867,0.8980716253443526,0.8985094738468405,0.0006184577941894531,4.411869764328003
RF,PHL,representative,restrictedDim,0,0.5,15,0.5,14.105920980198867,0.9104683195592287,0.910642107300538,0.8905735015869141,4.411869764328003
XGB,PHL,representative,restrictedDim,0,0.5,15,0.5,14.105920980198867,0.9081726354453628,0.9083870499404141,0.24747467041015625,4.411869764328003
KNN,PHL,representative,restrictedDim,0,0.75,15,0.7499425947187142,14.094918564934177,0.9127640036730946,0.9127683129588314,0.0006983280181884766,4.412165403366089
RF,PHL,representative,restrictedDim,0,0.75,15,0.7499425947187142,14.094918564934177,0.9155188246097337,0.9154096869165029,1.567051649093628,4.412165403366089
XGB,PHL,representative,restrictedDim,0,0.75,15,0.7499425947187142,14.094918564934177,0.9141414141414141,0.9139606767294672,0.3553321361541748,4.412165403366089
KNN,PHL,representative,restrictedDim,0,0.9,15,0.9001148105625718,13.727648022127932,0.9136822773186409,0.913551471753568,0.0007646083831787109,4.412352800369263
RF,PHL,representative,restrictedDim,0,0.9,15,0.9001148105625718,13.727648022127932,0.9182736455463728,0.917991503309651,2.1164801120758057,4.412352800369263
XGB,PHL,representative,restrictedDim,0,0.9,15,0.9001148105625718,13.727648022127932,0.9214876033057852,0.9212419953844078,0.42975902557373047,4.412352800369263
KNN,PHL,vital,restrictedDim,0,0.05,15,0.04994259471871412,13.000699885815036,0.7419651056014692,0.7420817913067773,0.00048279762268066406,4.411299467086792
RF,PHL,vital,restrictedDim,0,0.05,15,0.04994259471871412,13.000699885815036,0.8668503213957759,0.8673841890368609,0.12885189056396484,4.411299467086792
XGB,PHL,vital,restrictedDim,0,0.05,15,0.04994259471871412,13.000699885815036,0.86455463728191,0.8650101615703544,0.13950490951538086,4.411299467086792
KNN,PHL,vital,restrictedDim,0,0.1,15,0.1,13.000699885815036,0.8168044077134986,0.8167303500413438,0.0004875659942626953,4.411327362060547
RF,PHL,vital,restrictedDim,0,0.1,15,0.1,13.000699885815036,0.8861340679522498,0.8861466069746481,0.2028799057006836,4.411327362060547
XGB,PHL,vital,restrictedDim,0,0.1,15,0.1,13.000699885815036,0.8774104683195593,0.877412558786296,0.16933298110961914,4.411327362060547
KNN,PHL,vital,restrictedDim,0,0.2,15,0.20011481056257174,13.000699885815036,0.8489439853076217,0.848588500212483,0.0005173683166503906,4.4114532470703125
RF,PHL,vital,restrictedDim,0,0.2,15,0.20011481056257174,13.000699885815036,0.9008264462809917,0.9001891172215765,0.36351895332336426,4.4114532470703125
XGB,PHL,vital,restrictedDim,0,0.2,15,0.20011481056257174,13.000699885815036,0.8943985307621671,0.8941224863895456,0.22076892852783203,4.4114532470703125
KNN,PHL,vital,restrictedDim,0,0.3,15,0.29988518943742826,13.000699885815036,0.8659320477502296,0.8656967484886546,0.0005583763122558594,4.4116199016571045
RF,PHL,vital,restrictedDim,0,0.3,15,0.29988518943742826,13.000699885815036,0.9100091827364555,0.9097405531779643,0.5634708404541016,4.4116199016571045
XGB,PHL,vital,restrictedDim,0,0.3,15,0.29988518943742826,13.000699885815036,0.898989898989899,0.8987741497187595,0.25676488876342773,4.4116199016571045
KNN,PHL,vital,restrictedDim,0,0.5,15,0.5,13.000699885815036,0.8907254361799817,0.890640543358833,0.0006251335144042969,4.411864995956421
RF,PHL,vital,restrictedDim,0,0.5,15,0.5,13.000699885815036,0.9127640036730946,0.9123022774672382,0.9763329029083252,4.411864995956421
XGB,PHL,vital,restrictedDim,0,0.5,15,0.5,13.000699885815036,0.9072543617998163,0.9071003253369733,0.3039095401763916,4.411864995956421
KNN,PHL,vital,restrictedDim,0,0.75,15,0.7499425947187142,13.000699885815036,0.911386593204775,0.9113766314473227,0.0007290840148925781,4.4121787548065186
RF,PHL,vital,restrictedDim,0,0.75,15,0.7499425947187142,13.000699885815036,0.9191919191919192,0.9190304480311605,1.6373679637908936,4.4121787548065186
XGB,PHL,vital,restrictedDim,0,0.75,15,0.7499425947187142,13.000699885815036,0.9173553719008265,0.9171835846615317,0.3740377426147461,4.4121787548065186
KNN,PHL,vital,restrictedDim,0,0.9,15,0.9001148105625718,13.000699885815036,0.9178145087235996,0.9176976508165362,0.0007913112640380859,4.412254810333252
RF,PHL,vital,restrictedDim,0,0.9,15,0.9001148105625718,13.000699885815036,0.9178145087235996,0.9174694468907042,2.1455237865448,4.412254810333252
XGB,PHL,vital,restrictedDim,0,0.9,15,0.9001148105625718,13.000699885815036,0.9196510560146923,0.9195034934464523,0.4322476387023926,4.412254810333252
KNN,PHL,representative,restrictedDim,1,0.05,1,0.04994259471871412,14.829409685320687,0.9026629935720845,0.9026258637595383,0.0004603862762451172,0.9529151916503906
RF,PHL,representative,restrictedDim,1,0.05,1,0.04994259471871412,14.829409685320687,0.8907254361799817,0.8895755980120441,0.11968708038330078,0.9529151916503906
XGB,PHL,representative,restrictedDim,1,0.05,1,0.04994259471871412,14.829409685320687,0.9109274563820018,0.9104020544634304,0.11912751197814941,0.9529151916503906
KNN,PHL,representative,restrictedDim,1,0.1,1,0.1,14.718041860050986,0.8976124885215794,0.897327170447553,0.0004887580871582031,0.952970027923584
RF,PHL,representative,restrictedDim,1,0.1,1,0.1,14.718041860050986,0.8797061524334252,0.8780742325491807,0.18204474449157715,0.952970027923584
XGB,PHL,representative,restrictedDim,1,0.1,1,0.1,14.718041860050986,0.8875114784205693,0.8860079984898601,0.1468334197998047,0.952970027923584
KNN,PHL,representative,restrictedDim,1,0.2,1,0.20011481056257174,14.718041860050986,0.90633608815427,0.906566671475963,0.0005414485931396484,0.9530889987945557
RF,PHL,representative,restrictedDim,1,0.2,1,0.20011481056257174,14.718041860050986,0.9072543617998163,0.9074943931335604,0.37156009674072266,0.9530889987945557
XGB,PHL,representative,restrictedDim,1,0.2,1,0.20011481056257174,14.718041860050986,0.918732782369146,0.9190562495377446,0.21321415901184082,0.9530889987945557
KNN,PHL,representative,restrictedDim,1,0.3,1,0.29988518943742826,14.718041860050986,0.911386593204775,0.911675691732863,0.0005629062652587891,0.9532427787780762
RF,PHL,representative,restrictedDim,1,0.3,1,0.29988518943742826,14.718041860050986,0.911386593204775,0.9115657507639683,0.5787115097045898,0.9532427787780762
XGB,PHL,representative,restrictedDim,1,0.3,1,0.29988518943742826,14.718041860050986,0.9109274563820018,0.9111170965547363,0.26270627975463867,0.9532427787780762
KNN,PHL,representative,restrictedDim,1,0.5,1,0.5,11.41666646844271,0.9136822773186409,0.9138115313709685,0.0006186962127685547,0.9535231590270996
RF,PHL,representative,restrictedDim,1,0.5,1,0.5,11.41666646844271,0.9168962350780533,0.9170226569683549,1.0704681873321533,0.9535231590270996
XGB,PHL,representative,restrictedDim,1,0.5,1,0.5,11.41666646844271,0.9132231404958677,0.9134447306151141,0.35488343238830566,0.9535231590270996
KNN,PHL,representative,restrictedDim,1,0.75,1,0.7499425947187142,1.9096641901148752,0.918732782369146,0.9188235785647528,0.0007116794586181641,0.9537887573242188
RF,PHL,representative,restrictedDim,1,0.75,1,0.7499425947187142,1.9096641901148752,0.9191919191919192,0.9190785826578338,1.7784078121185303,0.9537887573242188
XGB,PHL,representative,restrictedDim,1,0.75,1,0.7499425947187142,1.9096641901148752,0.928374655647383,0.9284357450389324,0.4236030578613281,0.9537887573242188
KNN,PHL,representative,restrictedDim,1,0.9,1,0.9001148105625718,1.9514928127740054,0.9178145087235996,0.9178981509832871,0.0007660388946533203,0.954035758972168
RF,PHL,representative,restrictedDim,1,0.9,1,0.9001148105625718,1.9514928127740054,0.9219467401285583,0.9217561806648207,2.2158238887786865,0.954035758972168
XGB,PHL,representative,restrictedDim,1,0.9,1,0.9001148105625718,1.9514928127740054,0.9302112029384757,0.9301688080860011,0.46150732040405273,0.954035758972168
KNN,PHL,vital,restrictedDim,1,0.05,1,0.04994259471871412,15.006622126770768,0.8948576675849403,0.8944958001201052,0.0004801750183105469,0.9529645442962646
RF,PHL,vital,restrictedDim,1,0.05,1,0.04994259471871412,15.006622126770768,0.8774104683195593,0.8766701647398358,0.11461877822875977,0.9529645442962646
XGB,PHL,vital,restrictedDim,1,0.05,1,0.04994259471871412,15.006622126770768,0.9058769513314968,0.9054935597334086,0.10213494300842285,0.9529645442962646
KNN,PHL,vital,restrictedDim,1,0.1,1,0.1,14.901404649650813,0.8962350780532599,0.8957257015735461,0.0005173683166503906,0.9529988765716553
RF,PHL,vital,restrictedDim,1,0.1,1,0.1,14.901404649650813,0.8723599632690542,0.8707721207031796,0.1791849136352539,0.9529988765716553
XGB,PHL,vital,restrictedDim,1,0.1,1,0.1,14.901404649650813,0.8709825528007347,0.8704126114737266,0.13950610160827637,0.9529988765716553
KNN,PHL,vital,restrictedDim,1,0.2,1,0.20011481056257174,14.750546310191302,0.90633608815427,0.9067578704147298,0.0005221366882324219,0.95310378074646
RF,PHL,vital,restrictedDim,1,0.2,1,0.20011481056257174,14.750546310191302,0.9095500459136823,0.909997214853171,0.3614962100982666,0.95310378074646
XGB,PHL,vital,restrictedDim,1,0.2,1,0.20011481056257174,14.750546310191302,0.9100091827364555,0.9104898257154054,0.2064366340637207,0.95310378074646
KNN,PHL,vital,restrictedDim,1,0.3,1,0.29988518943742826,14.750546310191302,0.9077134986225895,0.9081520590194665,0.0005509853363037109,0.9532442092895508
RF,PHL,vital,restrictedDim,1,0.3,1,0.29988518943742826,14.750546310191302,0.9058769513314968,0.9063045480446773,0.5769486427307129,0.9532442092895508
XGB,PHL,vital,restrictedDim,1,0.3,1,0.29988518943742826,14.750546310191302,0.9077134986225895,0.9082201489107321,0.2598414421081543,0.9532442092895508
KNN,PHL,vital,restrictedDim,1,0.5,1,0.5,13.494629234836983,0.9150596877869606,0.9152965368705418,0.0006394386291503906,0.9535367488861084
RF,PHL,vital,restrictedDim,1,0.5,1,0.5,13.494629234836983,0.9146005509641874,0.9147763827080784,1.1028637886047363,0.9535367488861084
XGB,PHL,vital,restrictedDim,1,0.5,1,0.5,13.494629234836983,0.9205693296602387,0.9207691471414985,0.3519408702850342,0.9535367488861084
KNN,PHL,vital,restrictedDim,1,0.75,1,0.7499425947187142,10.839643468651897,0.9168962350780533,0.9170133304945908,0.0007104873657226562,0.9538247585296631
RF,PHL,vital,restrictedDim,1,0.75,1,0.7499425947187142,10.839643468651897,0.9196510560146923,0.9196469509353574,1.7735249996185303,0.9538247585296631
XGB,PHL,vital,restrictedDim,1,0.75,1,0.7499425947187142,10.839643468651897,0.926078971533517,0.9262000607892442,0.42498016357421875,0.9538247585296631
KNN,PHL,vital,restrictedDim,1,0.9,1,0.9001148105625718,1.571688043939878,0.9164370982552801,0.9164180948904591,0.0007610321044921875,0.9539649486541748
RF,PHL,vital,restrictedDim,1,0.9,1,0.9001148105625718,1.571688043939878,0.9182736455463728,0.9181845077531386,2.2411365509033203,0.9539649486541748
XGB,PHL,vital,restrictedDim,1,0.9,1,0.9001148105625718,1.571688043939878,0.921028466483012,0.9211912250430075,0.4589409828186035,0.9539649486541748
KNN,PHL,representative,restrictedDim,1,0.05,2,0.04994259471871412,14.71786519450224,0.8971533516988063,0.8970551532027414,0.00047707557678222656,1.3121869564056396
RF,PHL,representative,restrictedDim,1,0.05,2,0.04994259471871412,14.71786519450224,0.9026629935720845,0.9020159813482324,0.1200721263885498,1.3121869564056396
XGB,PHL,representative,restrictedDim,1,0.05,2,0.04994259471871412,14.71786519450224,0.9022038567493113,0.9020843383261941,0.1116628646850586,1.3121869564056396
KNN,PHL,representative,restrictedDim,1,0.1,2,0.1,14.642944281881064,0.8976124885215794,0.8976303098578402,0.0004956722259521484,1.3122549057006836
RF,PHL,representative,restrictedDim,1,0.1,2,0.1,14.642944281881064,0.898989898989899,0.8985311612980008,0.18822145462036133,1.3122549057006836
XGB,PHL,representative,restrictedDim,1,0.1,2,0.1,14.642944281881064,0.9012855831037649,0.9010101023779005,0.15268683433532715,1.3122549057006836
KNN,PHL,representative,restrictedDim,1,0.2,2,0.20011481056257174,14.58867375472224,0.9040404040404041,0.9036380781338725,0.0005207061767578125,1.312359094619751
RF,PHL,representative,restrictedDim,1,0.2,2,0.20011481056257174,14.58867375472224,0.8902662993572085,0.8897260449426531,0.3516829013824463,1.312359094619751
XGB,PHL,representative,restrictedDim,1,0.2,2,0.20011481056257174,14.58867375472224,0.8994490358126722,0.898989343024309,0.19472336769104004,1.312359094619751
KNN,PHL,representative,restrictedDim,1,0.3,2,0.29988518943742826,14.58867375472224,0.9058769513314968,0.9053720830020192,0.0005583763122558594,1.312506914138794
RF,PHL,representative,restrictedDim,1,0.3,2,0.29988518943742826,14.58867375472224,0.8985307621671258,0.897367453035902,0.5425364971160889,1.312506914138794
XGB,PHL,representative,restrictedDim,1,0.3,2,0.29988518943742826,14.58867375472224,0.8971533516988063,0.8961655908549195,0.2439892292022705,1.312506914138794
KNN,PHL,representative,restrictedDim,1,0.5,2,0.5,14.58867375472224,0.9159779614325069,0.9159785084942772,0.0006291866302490234,1.3127849102020264
RF,PHL,representative,restrictedDim,1,0.5,2,0.5,14.58867375472224,0.9136822773186409,0.9137800166243893,1.0248088836669922,1.3127849102020264
XGB,PHL,representative,restrictedDim,1,0.5,2,0.5,14.58867375472224,0.9242424242424242,0.9244402012476327,0.32354116439819336,1.3127849102020264
KNN,PHL,representative,restrictedDim,1,0.75,2,0.7499425947187142,11.914274686906099,0.9214876033057852,0.9214790071627643,0.0007140636444091797,1.3130908012390137
RF,PHL,representative,restrictedDim,1,0.75,2,0.7499425947187142,11.914274686906099,0.918732782369146,0.9186940717764587,1.8065447807312012,1.3130908012390137
XGB,PHL,representative,restrictedDim,1,0.75,2,0.7499425947187142,11.914274686906099,0.926078971533517,0.9261204495733679,0.4157259464263916,1.3130908012390137
KNN,PHL,representative,restrictedDim,1,0.9,2,0.9001148105625718,10.839643468651897,0.9155188246097337,0.9155132775470424,0.0007750988006591797,1.3132305145263672
RF,PHL,representative,restrictedDim,1,0.9,2,0.9001148105625718,10.839643468651897,0.9201101928374655,0.919861241987907,2.242332696914673,1.3132305145263672
XGB,PHL,representative,restrictedDim,1,0.9,2,0.9001148105625718,10.839643468651897,0.9233241505968779,0.9233435034881238,0.4769318103790283,1.3132305145263672
KNN,PHL,vital,restrictedDim,1,0.05,2,0.04994259471871412,14.484457058163049,0.8943985307621671,0.8939831583007243,0.0004706382751464844,1.312208890914917
RF,PHL,vital,restrictedDim,1,0.05,2,0.04994259471871412,14.484457058163049,0.8842975206611571,0.8832269585134148,0.11367440223693848,1.312208890914917
XGB,PHL,vital,restrictedDim,1,0.05,2,0.04994259471871412,14.484457058163049,0.9008264462809917,0.9000334596437917,0.10129857063293457,1.312208890914917
